timestamp,device_id,pipe_stage,pipe_age,pipe_diameter,pipe_length,pipe_pressure,flux,bury_depth,caliber,status,fault_type
2024-01-01 00:00:00,PP_000,1,19.489860192627706,443.4172241561877,189.36343009908782,6.185385632597361,151.55997470479352,1.8635398666667313,100,normal,
2024-01-01 00:05:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,6.065083195778639,133.75099295366186,1.8635398666667313,100,fault,水质问题
2024-01-01 00:10:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,10.310641432823687,222.9183215894364,1.8635398666667313,100,fault,阀门损坏
2024-01-01 00:15:00,PP_000,1,19.489860192627706,474.2903993548405,189.36343009908782,6.616046608092405,162.11242372404118,1.8635398666667313,100,normal,
2024-01-01 00:20:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,1.213016639155728,44.58366431788728,1.8635398666667313,100,fault,泵损坏
2024-01-01 00:25:00,PP_000,1,19.489860192627706,413.23571245164953,189.36343009908782,5.764372918843232,141.2439362171208,1.8635398666667313,100,normal,
2024-01-01 00:30:00,PP_000,1,19.489860192627706,464.61098043810466,189.36343009908782,6.481024927747439,158.8039990480055,1.8635398666667313,100,normal,
2024-01-01 00:35:00,PP_000,1,19.489860192627706,402.22149445784015,189.36343009908782,5.610731648225366,137.47927731441015,1.8635398666667313,100,normal,
2024-01-01 00:40:00,PP_000,1,19.489860192627706,478.8568836874927,189.36343009908782,6.679746133153522,163.67324773412253,1.8635398666667313,100,normal,
2024-01-01 00:45:00,PP_000,1,19.489860192627706,415.97273764044655,189.36343009908782,5.802552663238726,142.1794512259702,1.8635398666667313,100,normal,
2024-01-01 00:50:00,PP_000,1,19.489860192627706,387.62869066873833,189.36343009908782,5.407171402977362,132.49145804925402,1.8635398666667313,100,normal,
2024-01-01 00:55:00,PP_000,1,19.489860192627706,432.9259987254467,189.36343009908782,6.03903977250784,147.9740746217933,1.8635398666667313,100,normal,
2024-01-01 01:00:00,PP_000,1,19.489860192627706,410.1243969117388,189.36343009908782,5.720972064319228,140.1804887937041,1.8635398666667313,100,normal,
2024-01-01 01:05:00,PP_000,1,19.489860192627706,446.99074787711476,189.36343009908782,6.235233994539618,152.78140485059208,1.8635398666667313,100,normal,
2024-01-01 01:10:00,PP_000,1,19.489860192627706,450.24677716203246,189.36343009908782,6.280653512909865,153.89431542144163,1.8635398666667313,100,normal,
2024-01-01 01:15:00,PP_000,1,19.489860192627706,453.1869862269714,189.36343009908782,6.321667541946995,154.89927866425873,1.8635398666667313,100,normal,
2024-01-01 01:20:00,PP_000,1,19.489860192627706,490.6102447189783,189.36343009908782,6.843697974666276,167.69054567291622,1.8635398666667313,100,normal,
2024-01-01 01:25:00,PP_000,1,19.489860192627706,434.7149446405352,189.36343009908782,6.063994419638968,148.58553620440327,1.8635398666667313,100,normal,
2024-01-01 01:30:00,PP_000,1,19.489860192627706,382.72341282727433,189.36343009908782,5.338745925951232,130.81483444270148,1.8635398666667313,100,normal,
2024-01-01 01:35:00,PP_000,1,19.489860192627706,442.7598469834436,189.36343009908782,6.176215643030027,151.33528323534912,1.8635398666667313,100,normal,
2024-01-01 01:40:00,PP_000,1,19.489860192627706,417.44073904789127,189.36343009908782,5.823030340513262,142.68121399939952,1.8635398666667313,100,normal,
2024-01-01 01:45:00,PP_000,1,19.489860192627706,452.4022857290417,189.36343009908782,6.310721473726432,154.63106809160138,1.8635398666667313,100,normal,
2024-01-01 01:50:00,PP_000,1,19.489860192627706,447.2481779239219,189.36343009908782,6.238824978439601,152.86939442171575,1.8635398666667313,100,normal,
2024-01-01 01:55:00,PP_000,1,19.489860192627706,417.0075990102933,189.36343009908782,5.816988315035881,142.53316676630678,1.8635398666667313,100,normal,
2024-01-01 02:00:00,PP_000,1,19.489860192627706,475.36970285890044,189.36343009908782,6.631102199132939,162.48132958259325,1.8635398666667313,100,normal,
2024-01-01 02:05:00,PP_000,1,19.489860192627706,457.6014395794629,189.36343009908782,6.383246332428654,156.4081384964682,1.8635398666667313,100,normal,
2024-01-01 02:10:00,PP_000,1,19.489860192627706,417.1015760207749,189.36343009908782,5.818299234005106,142.5652881015989,1.8635398666667313,100,normal,
2024-01-01 02:15:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,1.8195249587335915,-29.722442878591522,1.8635398666667313,100,fault,回流现象
2024-01-01 02:20:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,4.852066556622912,148.6122143929576,1.8635398666667313,100,fault,腐蚀
2024-01-01 02:25:00,PP_000,1,19.489860192627706,464.34437786083464,189.36343009908782,6.477305992935654,158.71287430664214,1.8635398666667313,100,normal,
2024-01-01 02:30:00,PP_000,1,19.489860192627706,421.5681095957537,189.36343009908782,5.88060451015842,144.09194895003597,1.8635398666667313,100,normal,
2024-01-01 02:35:00,PP_000,1,19.489860192627706,449.45492637497887,189.36343009908782,6.269607702746034,153.62366088048603,1.8635398666667313,100,normal,
2024-01-01 02:40:00,PP_000,1,19.489860192627706,414.64418111111263,189.36343009908782,5.784020152499492,141.72535070165497,1.8635398666667313,100,normal,
2024-01-01 02:45:00,PP_000,1,19.489860192627706,437.2198909879277,189.36343009908782,6.098936813176056,149.44172668227688,1.8635398666667313,100,normal,
2024-01-01 02:50:00,PP_000,1,19.489860192627706,437.612725233711,189.36343009908782,6.1044165987312615,149.57599739868263,1.8635398666667313,100,normal,
2024-01-01 02:55:00,PP_000,1,19.489860192627706,471.5058052497945,189.36343009908782,6.577203307851321,161.16064966310566,1.8635398666667313,100,normal,
2024-01-01 03:00:00,PP_000,1,19.489860192627706,439.62065379274276,189.36343009908782,6.1324259131730985,150.26230723293637,1.8635398666667313,100,normal,
2024-01-01 03:05:00,PP_000,1,19.489860192627706,455.1543588130252,189.36343009908782,6.34911112660003,155.57172646992223,1.8635398666667313,100,normal,
2024-01-01 03:10:00,PP_000,1,19.489860192627706,452.6360956681407,189.36343009908782,6.313982972286426,154.71098431164225,1.8635398666667313,100,normal,
2024-01-01 03:15:00,PP_000,1,19.489860192627706,426.89071872008856,189.36343009908782,5.9548514906816585,145.91121635847463,1.8635398666667313,100,normal,
2024-01-01 03:20:00,PP_000,1,19.489860192627706,441.6937914949718,189.36343009908782,6.161344853302602,150.9709055475537,1.8635398666667313,100,normal,
2024-01-01 03:25:00,PP_000,1,19.489860192627706,415.14267501306523,189.36343009908782,5.790973822431784,141.8957358807923,1.8635398666667313,100,normal,
2024-01-01 03:30:00,PP_000,1,19.489860192627706,404.8630239159695,189.36343009908782,5.647579288479957,138.38215188951924,1.8635398666667313,100,normal,
2024-01-01 03:35:00,PP_000,1,19.489860192627706,431.41897952041666,189.36343009908782,6.018017822003821,147.4589755680102,1.8635398666667313,100,normal,
2024-01-01 03:40:00,PP_000,1,19.489860192627706,409.9872482957099,189.36343009908782,5.719058929165919,140.13361140680126,1.8635398666667313,100,normal,
2024-01-01 03:45:00,PP_000,1,19.489860192627706,427.98521790689125,189.36343009908782,5.970119051741835,146.28531610027403,1.8635398666667313,100,normal,
2024-01-01 03:50:00,PP_000,1,19.489860192627706,434.7929967010302,189.36343009908782,4.245558237045047,222.9183215894364,1.8635398666667313,100,fault,漏水
