timestamp,device_id,temp,shake,humidity,flux,power,noise,caliber,status,fault_type
2024-01-01 00:00:00,PM_000,15.708894476798115,660.8704454578592,70.39550101320725,820.1294706746127,812,69.04043599318157,100.0,normal,
2024-01-01 00:05:00,PM_000,15.347065720444983,645.6483729088495,68.77405549251291,801.2391262992628,793,67.4502021845334,100.0,normal,
2024-01-01 00:10:00,PM_000,14.350542456301005,603.7248133320343,64.30838449610104,749.2126709465676,741,63.07049228607644,100.0,normal,
2024-01-01 00:15:00,PM_000,14.935731134972166,628.3435987800814,66.93076191948734,779.7641831482828,772,65.64239074611152,100.0,normal,
2024-01-01 00:20:00,PM_000,14.61260887543901,614.7499017882004,65.4827699311299,762.8946263462101,755,64.22227160849681,100.0,normal,
2024-01-01 00:25:00,PM_000,15.91800858485224,1154.2895382820245,71.33259384473288,831.046893476219,822,93.79020497917043,104.42805474843162,fault,不平衡
2024-01-01 00:30:00,PM_000,13.741070193200073,578.0844217306629,61.57718623272151,717.3933621297635,710,60.39186771243833,100.0,normal,
2024-01-01 00:35:00,PM_000,15.435866344996647,649.3841996655365,69.17199339099666,805.8752265236737,797,67.84048005192686,100.0,normal,
2024-01-01 00:40:00,PM_000,15.82977322535853,665.9557932858364,70.9371890409248,826.4403045922436,818,69.57169689860349,100.0,normal,
2024-01-01 00:45:00,PM_000,15.376013430063223,646.8661979937813,68.90377744874418,802.7504274160609,794,67.57742708224973,100.0,normal,
2024-01-01 00:50:00,PM_000,16.446959159371712,691.9206976744966,73.70295420074132,858.6623284983598,850,72.28422297967589,100.0,normal,
2024-01-01 00:55:00,PM_000,15.517365349420349,652.8128485394222,69.53721089608321,810.1301239932086,802,68.19866737101117,100.0,normal,
2024-01-01 01:00:00,PM_000,14.51945675102418,610.831008192709,65.06533186899816,758.0313431532784,750,63.81286894220544,100.0,normal,
2024-01-01 01:05:00,PM_000,15.579458072934344,655.4250785667481,69.8154639830524,813.3718589570211,805,68.47156427726654,100.0,normal,
2024-01-01 01:10:00,PM_000,-15.0,679.7467101565087,72.40618876577992,843.5546080551954,1024,71.01241938822442,105.99975462852808,fault,电机故障_低温
2024-01-01 01:15:00,PM_000,15.814572559703466,665.3163039380943,70.86907104088966,825.6467087159709,817,69.50489012325961,100.0,normal,
2024-01-01 01:20:00,PM_000,16.41241521753932,690.4674400782756,73.54815412261654,856.8588594654589,848,72.13240269667928,100.0,normal,
2024-01-01 01:25:00,PM_000,15.777775187270416,663.7682449102979,70.70417277435538,823.7255926488723,815,69.3431660350411,100.0,normal,
2024-01-01 01:30:00,PM_000,13.943078167720076,586.5828619171607,62.482434695368084,727.9397881344603,720,61.279690764248855,100.0,normal,
2024-01-01 01:35:00,PM_000,15.934819450638852,670.3750696262058,71.40792755591556,831.9245546305108,823,70.03337402066343,100.0,normal,
2024-01-01 01:40:00,PM_000,14.201026519240358,597.4347039882952,63.638366035260965,741.4067475889386,734,62.413371220183315,100.0,normal,
